City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,viransehir,TR,37.2353,39.7631,74.25,37,2,2.64,clear sky
476,pochutla,MX,15.7432,-96.4661,78.82,86,23,3.91,few clouds
477,altoona,US,40.5187,-78.3947,55.22,83,0,3.6,clear sky
478,te karaka,NZ,-38.4654,177.8679,45.91,73,100,7.09,overcast clouds
479,salisbury,GB,51.0693,-1.7957,48.96,87,0,9.22,clear sky
480,santa vitoria do palmar,BR,-33.5189,-53.3681,59.45,82,100,12.48,overcast clouds
481,westport,US,41.1415,-73.3579,61.56,88,20,10.36,few clouds
482,obihiro,JP,42.9172,143.2044,54.81,51,97,15.12,overcast clouds
483,lobito,AO,-12.3481,13.5456,70.88,87,92,7.67,overcast clouds
484,rosarito,MX,32.3333,-117.0333,67.03,81,40,3.18,scattered clouds
485,saint george,US,37.1041,-113.5841,82.94,23,0,3.44,clear sky
486,luziania,BR,-16.2525,-47.9503,71.29,75,38,3.04,scattered clouds
487,meulaboh,ID,4.1363,96.1285,77.4,86,88,2.48,overcast clouds
488,giyon,ET,8.5333,37.9833,52.9,88,44,6.67,scattered clouds
489,gornopravdinsk,RU,60.05,69.9,40.14,98,96,4.61,overcast clouds
490,neyshabur,IR,36.2133,58.7958,57.15,18,0,1.79,clear sky
491,port blair,IN,11.6667,92.75,78.84,89,75,1.14,light rain
492,port elizabeth,ZA,-33.918,25.5701,59.31,87,75,10.36,broken clouds
493,iwanai,JP,42.9744,140.5089,51.3,61,100,12.62,overcast clouds
494,palmer,US,42.1584,-72.3287,59.41,87,100,3.44,overcast clouds
495,beidao,CN,34.5686,105.8933,52.2,88,100,1.81,moderate rain
496,conchal,BR,-22.3303,-47.1725,71.76,74,86,5.59,overcast clouds
497,mitsamiouli,KM,-11.3847,43.2844,74.52,76,5,6.42,clear sky
498,kholmogory,RU,64.2229,41.656,46.22,97,100,3.74,overcast clouds
499,ust-kan,RU,50.9276,84.761,38.66,91,100,2.1,light rain
500,maple creek,CA,49.9168,-109.4848,54.01,62,44,14.97,scattered clouds
501,mount isa,AU,-20.7333,139.5,89.37,35,0,4.61,clear sky
502,belyy yar,RU,53.6039,91.3903,39.09,81,75,4.47,broken clouds
503,tsuruoka,JP,38.7217,139.8217,57.24,67,75,2.3,light rain
504,nueva loja,EC,0.0847,-76.8828,77.49,77,98,2.3,overcast clouds
505,yumen,CN,40.2833,97.2,48.11,40,0,6.26,clear sky
506,boa vista,BR,2.8197,-60.6733,78.78,78,75,5.75,broken clouds
507,adeje,ES,28.1227,-16.726,75.11,86,0,9.22,clear sky
508,agirish,RU,61.9247,63.0231,41.92,83,98,5.01,overcast clouds
509,dauphin,CA,51.1494,-100.0502,37.54,87,100,8.05,overcast clouds
510,komsomolsk-na-amure,RU,50.552,137.0152,42.85,33,45,5.99,scattered clouds
511,kupang,ID,-10.1667,123.5833,91.98,55,20,10.36,few clouds
512,malakal,SS,9.5334,31.6605,68.79,94,87,3.15,light rain
513,baruun-urt,MN,46.6806,113.2792,38.08,27,90,11.79,overcast clouds
514,oriximina,BR,-1.7656,-55.8661,81.36,55,12,4.29,few clouds
515,sitka,US,57.0531,-135.33,57.09,100,100,6.91,moderate rain
516,gotsu,JP,35.0,132.2167,61.75,80,100,5.97,overcast clouds
517,santa rosa,PH,14.3122,121.1114,89.1,68,90,10.2,overcast clouds
518,kihei,US,20.785,-156.4656,84.97,80,40,19.57,scattered clouds
519,biltine,TD,14.5333,20.9167,85.78,23,97,1.99,overcast clouds
520,nambucca heads,AU,-30.65,153.0,66.2,92,100,2.93,overcast clouds
521,preeceville,CA,51.95,-102.6677,34.34,55,15,7.23,few clouds
522,yeppoon,AU,-23.1333,150.7333,78.58,66,46,13.42,scattered clouds
523,salalah,OM,17.0151,54.0924,75.29,88,0,3.44,clear sky
524,myitkyina,MM,25.3833,97.4,76.05,92,66,1.3,broken clouds
525,brae,GB,60.3964,-1.353,50.85,76,63,27.98,broken clouds
526,byron bay,AU,-28.65,153.6167,61.63,89,100,2.26,overcast clouds
527,hurghada,EG,27.2574,33.8129,78.84,47,0,10.36,clear sky
528,phalombe,MW,-15.8064,35.6507,70.0,38,0,2.46,clear sky
529,porto walter,BR,-8.2686,-72.7439,77.56,71,91,2.89,overcast clouds
530,dongsheng,CN,39.8161,109.9776,46.33,22,68,9.13,broken clouds
531,kimbe,PG,-5.5502,150.1429,91.0,54,75,7.7,broken clouds
532,solhan,TR,38.9634,41.0293,59.54,43,0,3.71,clear sky
533,liverpool,GB,53.4106,-2.9779,51.82,83,3,13.8,clear sky
534,aasiaat,GL,68.7098,-52.8699,16.29,87,62,7.2,broken clouds
535,escanaba,US,45.7453,-87.0646,64.71,79,0,5.75,clear sky
536,vila franca do campo,PT,37.7167,-25.4333,70.2,86,96,11.16,overcast clouds
537,rishra,IN,22.7142,88.3478,80.58,83,75,5.75,haze
538,dobeln,DE,51.1167,13.1167,61.97,81,53,15.01,broken clouds
539,hamada,JP,34.8833,132.0833,65.12,79,100,6.29,overcast clouds
540,kununurra,AU,-15.7667,128.7333,94.98,46,40,8.05,scattered clouds
541,kavaratti,IN,10.5669,72.642,81.46,76,100,15.43,overcast clouds
542,barranco,PA,9.5167,-82.7,76.91,90,100,1.66,overcast clouds
543,ordzhonikidze,KZ,52.4411,61.7408,45.95,25,100,9.33,overcast clouds
544,tarrafal,CV,15.2833,-23.7667,77.79,86,34,12.37,scattered clouds
545,wewak,PG,-3.5534,143.6268,83.12,78,92,6.89,overcast clouds
546,fukue,JP,32.6881,128.8419,68.36,83,75,11.5,broken clouds
547,wonthaggi,AU,-38.6044,145.5913,59.32,73,99,6.24,overcast clouds
548,lucapa,AO,-8.4192,20.7447,66.76,90,100,2.19,overcast clouds
549,glens falls,US,43.3095,-73.644,52.14,92,0,3.58,clear sky
550,magistralnyy,RU,56.1725,107.4458,33.96,59,39,4.7,scattered clouds
551,half moon bay,US,37.4636,-122.4286,73.58,84,100,14.97,mist
552,muli,MV,2.9167,73.5667,81.28,78,99,19.26,overcast clouds
553,poquoson,US,37.1224,-76.3458,62.6,92,100,5.75,overcast clouds
554,orlik,RU,52.5178,99.825,31.73,61,85,4.18,overcast clouds
555,visby,SE,57.6409,18.296,58.05,88,20,23.02,few clouds
556,sacile,IT,45.9541,12.5029,61.99,94,100,3.0,overcast clouds
557,beecher,US,43.09,-83.6944,58.26,80,40,0.0,scattered clouds
558,marfino,RU,55.7028,37.3822,45.09,87,75,4.47,broken clouds
559,mabaruma,GY,8.2,-59.7833,74.23,96,77,3.18,broken clouds
560,palembang,ID,-2.9167,104.7458,77.09,94,40,4.61,haze
561,saint-francois,FR,46.4154,3.9054,54.68,94,75,4.61,broken clouds
562,matara,LK,5.9485,80.5353,78.98,83,100,13.76,overcast clouds
563,kieta,PG,-6.2167,155.6333,85.6,62,72,10.07,broken clouds
564,itaqui,BR,-29.1253,-56.5531,65.52,97,100,9.8,light rain
565,yulara,AU,-25.2406,130.9889,84.74,17,0,11.3,clear sky
566,paamiut,GL,61.994,-49.6678,36.66,80,64,9.95,broken clouds
567,obigarm,TJ,38.7173,69.7088,50.27,44,0,4.09,clear sky
568,dukat,RU,62.55,155.55,13.14,84,100,12.08,overcast clouds
569,douglas,US,41.3,-96.167,65.32,74,0,5.75,clear sky
570,meylan,FR,45.2199,5.7901,61.07,94,0,3.02,clear sky
571,najran,SA,17.4924,44.1277,75.85,29,88,0.94,overcast clouds
572,wassenaar,NL,52.1333,4.4,57.94,72,20,10.36,few clouds
573,sao joao da barra,BR,-21.6403,-41.0511,70.83,87,78,9.15,broken clouds
574,omboue,GA,-1.5746,9.2618,75.11,90,88,6.82,overcast clouds
575,hazorasp,UZ,41.3194,61.0742,40.84,28,0,8.79,clear sky
576,champerico,GT,14.3,-91.9167,80.98,76,100,3.11,overcast clouds
577,calabozo,VE,8.9242,-67.4293,75.87,91,100,6.02,overcast clouds
578,kodinsk,RU,58.6881,99.1844,33.91,88,100,3.69,overcast clouds
579,bonavista,CA,48.6499,-53.1147,53.17,78,100,10.83,overcast clouds
580,easton,US,40.6884,-75.2207,59.68,91,0,3.44,clear sky
581,upington,ZA,-28.4478,21.2561,61.18,17,0,6.91,clear sky
582,castlegar,CA,49.2998,-117.6689,64.29,50,85,1.7,overcast clouds
583,biak,ID,-0.9131,122.8766,84.02,65,100,1.21,light rain
584,kensington,AU,-33.9167,151.2167,63.9,93,75,17.27,heavy intensity rain
585,trat,TH,12.5,102.5,76.8,92,100,5.99,overcast clouds
586,solton,RU,52.8429,86.4787,36.52,99,100,6.93,light rain
587,johi,PK,26.6921,67.6133,83.28,56,0,7.4,clear sky
588,kokopo,PG,-4.352,152.2633,86.49,58,100,6.73,overcast clouds
589,manuk mangkaw,PH,4.8,119.85,82.94,74,100,3.96,overcast clouds
590,shubarkuduk,KZ,49.1447,56.4872,49.08,24,100,12.64,overcast clouds
591,mahina,PF,-17.5065,-149.489,83.97,54,75,2.3,broken clouds
592,quatre cocos,MU,-20.2078,57.7625,71.71,80,30,15.12,scattered clouds
593,zeya,RU,53.75,127.2667,39.18,37,26,8.32,scattered clouds
594,jackson,US,42.4165,-122.8345,76.91,50,0,2.3,clear sky
595,bowen,AU,-20.0167,148.2333,78.48,67,7,16.11,clear sky
596,karadaglije,BA,44.5717,18.0183,50.72,62,100,4.88,overcast clouds
597,buckeye,US,33.3703,-112.5838,90.52,28,0,0.0,clear sky
598,marsaxlokk,MT,35.8419,14.5431,68.07,77,20,1.14,few clouds
599,talas,TR,38.6908,35.5538,50.67,76,75,4.61,broken clouds
600,bonoua,CI,5.2741,-3.595,76.62,94,89,4.85,overcast clouds
601,talara,PE,-4.5772,-81.2719,63.25,86,9,16.51,clear sky
602,canandaigua,US,42.8742,-77.288,56.35,85,9,4.12,clear sky
603,doka,SD,13.5167,35.7667,73.62,83,77,5.7,broken clouds
604,porto uniao,BR,-26.2381,-51.0783,60.35,99,100,4.52,overcast clouds
605,nouakchott,MR,18.0858,-15.9785,93.13,63,96,5.93,overcast clouds
606,mormugao,IN,15.4,73.8,78.17,84,100,10.27,overcast clouds
607,voiron,FR,45.3639,5.5921,61.05,92,0,5.01,clear sky
608,mul,IN,20.0667,79.6667,76.26,91,63,3.36,broken clouds
609,hovd,MN,48.0056,91.6419,44.1,25,99,4.72,overcast clouds
610,severnyy,RU,50.677,36.5532,46.44,93,0,8.95,clear sky
611,obernai,FR,48.4631,7.481,59.54,87,0,2.3,clear sky
612,papar,MY,5.7333,115.9333,86.0,64,42,2.1,scattered clouds
613,athabasca,CA,54.7169,-113.2854,39.61,60,99,5.97,overcast clouds
614,nome,US,64.5011,-165.4064,42.87,75,20,14.97,few clouds
615,gamba,GA,-2.65,10.0,75.29,90,98,9.17,light rain
616,man,CI,7.4125,-7.5538,69.06,99,100,1.3,light rain
617,myskhako,RU,44.6714,37.7433,46.18,74,2,7.7,clear sky
618,pangody,RU,65.85,74.4859,31.15,89,60,7.56,broken clouds
619,katangli,RU,51.7102,143.2326,41.65,36,53,16.62,broken clouds
620,poim,RU,53.0264,43.1872,46.27,85,93,10.6,overcast clouds
621,sumkino,RU,58.1108,68.3244,42.46,64,100,4.63,overcast clouds
622,dingle,PH,10.9995,122.6711,85.75,73,63,10.2,broken clouds
623,usinsk,RU,65.9939,57.5281,40.89,92,100,8.66,overcast clouds
624,bougouni,ML,11.417,-7.479,70.2,94,100,3.56,overcast clouds
625,victor harbor,AU,-35.5667,138.6167,70.68,62,0,1.99,clear sky
626,angoche,MZ,-16.2325,39.9086,71.06,84,0,5.3,clear sky
627,potosi,BO,-19.5836,-65.7531,38.82,10,0,9.01,clear sky
628,pochinok,RU,54.4068,32.4407,44.8,97,98,6.42,overcast clouds
629,andros town,BS,24.7,-77.7667,78.76,71,23,13.44,few clouds
630,ust-kut,RU,56.7938,105.7672,33.3,67,92,3.31,overcast clouds
631,choix,MX,26.7092,-108.3219,78.03,62,2,2.33,clear sky
632,nizhnyaya tavda,RU,57.6731,66.1725,43.97,56,100,5.35,overcast clouds
633,kristiansund,NO,63.1115,7.732,53.65,57,100,6.91,light rain
634,ripky,UA,51.801,31.0838,47.59,91,100,6.93,overcast clouds
635,the valley,AI,18.217,-63.0578,83.1,77,7,20.4,clear sky
636,zhezkazgan,KZ,47.8043,67.7144,35.58,32,0,11.18,clear sky
637,montepuez,MZ,-13.1256,38.9997,62.83,98,12,2.98,few clouds
638,polunochnoye,RU,60.8697,60.4153,41.2,74,100,3.29,overcast clouds
639,anzio,IT,41.4853,12.6179,67.01,79,58,6.11,broken clouds
640,zhangjiakou,CN,40.81,114.8794,47.64,18,19,2.01,few clouds
641,ghanzi,BW,-21.5667,21.7833,74.37,18,0,10.38,clear sky
642,kuching,MY,1.55,110.3333,79.02,89,20,2.3,light rain
643,sao bento,BR,-6.2833,-37.75,75.49,64,3,12.55,clear sky
644,susanville,US,40.4163,-120.653,67.12,30,0,3.44,clear sky
645,solnechnyy,RU,50.7214,136.6319,39.27,33,11,11.99,few clouds
646,thunder bay,CA,48.4001,-89.3168,57.18,88,100,8.05,overcast clouds
647,marzuq,YE,14.4,46.4667,70.52,53,25,0.6,scattered clouds
648,aquiraz,BR,-3.9014,-38.3911,80.69,84,44,13.65,scattered clouds
649,cafarnaum,BR,-11.6936,-41.4683,71.15,59,54,12.26,broken clouds
650,kamenka,RU,51.3223,42.7678,44.78,89,80,10.29,broken clouds
651,quchan,IR,37.106,58.5095,49.86,27,0,2.33,clear sky
652,phayao,TH,19.25,100.25,82.42,79,27,1.36,scattered clouds
653,abu zabad,SD,12.35,29.25,76.89,70,63,5.5,broken clouds
654,barranca,PE,-10.75,-77.7667,60.04,81,53,8.66,broken clouds
655,puerto escondido,MX,15.85,-97.0667,80.37,78,17,6.17,few clouds
656,ushtobe,KZ,45.2514,77.9838,46.92,28,0,7.58,clear sky
657,merritt island,US,28.5392,-80.672,75.2,75,0,6.91,clear sky
658,surt,LY,31.2089,16.5887,74.52,64,0,11.03,clear sky
659,tigil,RU,57.8,158.6667,38.44,72,81,28.45,light rain
660,kaka,TM,37.3482,59.6143,56.5,16,0,6.11,clear sky
661,kaffrine,SN,14.1059,-15.5508,76.78,87,9,6.93,clear sky
662,katiola,CI,8.1333,-5.1,74.03,98,86,2.68,moderate rain
663,mgachi,RU,51.05,142.2667,41.07,50,63,14.27,broken clouds
664,dillon,US,34.4166,-79.3712,62.26,66,0,1.9,clear sky
665,pacific grove,US,36.6177,-121.9166,65.01,91,100,4.0,overcast clouds
666,panguna,PG,-6.3164,155.4848,81.55,59,82,5.17,broken clouds
667,havre-saint-pierre,CA,50.2334,-63.5986,48.56,93,100,4.61,overcast clouds
668,krasnyy yar,RU,46.5331,48.3456,58.96,67,100,12.39,overcast clouds
669,kurilsk,RU,45.2333,147.8833,46.42,75,100,15.61,overcast clouds
670,dayong,CN,25.0209,118.2898,84.72,54,26,5.46,scattered clouds
671,grand island,US,40.925,-98.342,63.28,72,0,4.61,clear sky
672,springbok,ZA,-29.6643,17.8865,43.63,69,2,4.23,clear sky
673,sumbe,AO,-11.2061,13.8437,72.19,88,100,8.57,overcast clouds
674,naberera,TZ,-4.2,36.9333,60.26,77,99,11.45,overcast clouds
675,kaeo,NZ,-35.1,173.7833,62.33,61,45,14.12,scattered clouds
676,oblivskaya,RU,48.5362,42.5014,48.4,79,6,6.91,clear sky
677,hamilton,US,39.1834,-84.5333,61.99,66,0,0.0,clear sky
678,rabo de peixe,PT,37.8,-25.5833,69.28,93,20,6.91,few clouds
679,skjervoy,NO,70.0311,20.9714,44.6,82,100,19.53,overcast clouds
680,miyang,CN,24.4042,103.4428,70.03,77,42,4.43,scattered clouds
681,yantal,RU,56.8471,105.2542,33.24,75,96,4.14,overcast clouds
682,lata,PT,40.1629,-8.3327,63.81,81,28,2.51,scattered clouds
683,filadelfia,US,39.9523,-75.1638,61.16,91,100,1.99,overcast clouds
684,sibolga,ID,1.7427,98.7792,75.9,83,100,3.2,overcast clouds
685,petropavl,KZ,54.8753,69.1628,42.78,45,20,8.95,few clouds
686,cacu,BR,-18.5567,-51.1308,73.83,77,30,4.32,scattered clouds
687,cachoeira,BR,-12.6183,-38.9558,68.92,98,10,3.11,clear sky
688,beaupre,CA,47.0443,-70.8953,57.7,71,5,3.44,clear sky
689,ossora,RU,59.2353,163.0719,42.01,55,56,33.04,broken clouds
690,korla,CN,41.7597,86.1469,56.79,31,45,3.18,scattered clouds
691,diu,IN,20.7141,70.9822,77.43,78,11,12.3,few clouds
692,lagunillas,VE,10.1301,-71.2595,78.78,86,100,7.29,light rain
693,goundi,TD,9.3627,17.366,72.86,93,94,3.56,overcast clouds
694,grindavik,IS,63.8424,-22.4338,41.47,93,75,5.75,broken clouds
695,muros,ES,42.7762,-9.0603,64.09,81,60,14.07,broken clouds
696,ballina,AU,-28.8667,153.5667,60.64,92,100,1.99,overcast clouds
697,stonewall,CA,50.1344,-97.3268,43.79,61,100,21.07,overcast clouds
698,megion,RU,61.0296,76.1136,30.22,83,22,4.03,few clouds
699,antibes,FR,43.5624,7.1278,64.15,82,0,6.91,clear sky
700,badiraguato,MX,25.3667,-107.5167,72.18,82,4,2.51,clear sky
701,casma,CL,-41.0082,-73.1244,47.8,99,100,7.63,overcast clouds
702,kanye,BW,-24.9667,25.3327,65.52,45,0,10.85,clear sky
703,albuquerque,US,35.0845,-106.6511,58.1,85,100,11.5,light rain
704,luau,AO,-10.7073,22.2247,66.74,73,89,4.36,overcast clouds
705,iskilip,TR,40.7353,34.4739,52.7,76,90,6.51,overcast clouds
706,leh,IN,34.1667,77.5833,44.1,50,0,4.14,clear sky
707,santa cruz de la palma,ES,28.6835,-17.7642,76.14,73,0,10.36,clear sky
708,boyolangu,ID,-8.1181,111.8935,78.53,82,100,9.08,overcast clouds
709,iaciara,BR,-14.0958,-46.6317,79.68,48,40,2.48,scattered clouds
710,camana,PE,-16.6228,-72.7111,59.86,82,13,11.7,few clouds
711,teknaf,BD,20.8624,92.3058,84.52,70,34,1.57,scattered clouds
712,mehamn,NO,71.0357,27.8492,42.75,75,100,4.61,overcast clouds
713,palampur,IN,32.1167,76.5333,69.01,59,1,2.01,clear sky
714,visnes,NO,59.3556,5.2242,55.22,71,20,26.46,few clouds
715,leshukonskoye,RU,64.8989,45.7622,44.15,97,100,3.27,overcast clouds
